Event Action,Country Code (URL),Total Events,Unique Events,Event Value,Avg. Value
legacyCustColdVerify,IS,7,7,0,0.00
legacyCustInvtVerify,SK,7,6,0,0.00
legacyDistInvtIntent,PF,7,6,0,0.00
legacyMembColdView,AT,7,5,0,0.00
legacyMembInvtComplete,IL,7,7,0,0.00
legacyMembInvtComplete,PF,7,7,0,0.00
legacyMembInvtSubmit,PF,7,7,0,0.00
progMembInvtIntent,HK,7,6,0,0.00
simpDistColdFindAff,CA,7,1,0,0.00
simpDistColdIntent,CA,7,1,0,0.00
simpDistInvtLanding,US,7,4,0,0.00
simpDistInvtSubmit,MX,7,5,0,0.00
legacyCustColdComplete,IS,6,6,0,0.00
legacyCustInvtComplete,IL,6,6,0,0.00
legacyCustInvtComplete,LU,6,6,0,0.00
legacyCustInvtComplete,SK,6,5,0,0.00
legacyCustInvtSubmit,NL,6,4,0,0.00
legacyDistColdIntent,VN,6,5,0,0.00
legacyDistInvtSubmit,PF,6,3,0,0.00
legacyMembColdView,SK,6,5,0,0.00
legacyMembInvtVerify,PF,6,6,0,0.00
simpDistColdNextBttn,CA,6,1,0,0.00
legacyCustColdComplete,NC,5,5,0,0.00
legacyCustColdVerify,NC,5,5,0,0.00
legacyCustInvtVerify,IL,5,5,0,0.00
legacyDistInvtSubmit,NC,5,2,0,0.00
legacyMembColdComplete,GB,5,5,0,0.00
legacyMembColdView,BE,5,2,0,0.00
progCustColdComplete,US,5,5,0,0.00
simpDistInvtView,US,5,4,0,0.00
simpMembInvtComplete,VN,5,5,0,0.00
legacyCustColdVerify,UA,4,4,0,0.00
legacyCustInvtComplete,RU,4,4,0,0.00
legacyCustInvtSubmit,IE,4,2,0,0.00
legacyCustInvtVerify,NL,4,4,0,0.00
legacyMembColdComplete,CZ,4,3,0,0.00
legacyMembColdComplete,PF,4,4,0,0.00
legacyMembColdIntent,PL,4,3,0,0.00
legacyMembColdVerify,PF,4,4,0,0.00
progMembInvtInfoClick,PE,4,4,0,0.00
simpCustColdFormStart,US,4,2,0,0.00
simpDistInvtAccept,US,4,3,0,0.00
simpDistInvtComplete,MX,4,4,0,0.00
simpDistInvtError,BN,4,3,0,0.00
simpMembColdView,MX,4,3,0,0.00
simpMembColdView,US,4,2,0,0.00
legacyCustColdComplete,UA,3,3,0,0.00
legacyCustInvtComplete,NL,3,3,0,0.00
legacyCustInvtVerify,RU,3,3,0,0.00
legacyCustInvtView,NC,3,3,0,0.00
legacyDistInvtComplete,PF,3,2,0,0.00
legacyDistInvtIntent,BN,3,3,0,0.00
legacyDistInvtIntent,NC,3,2,0,0.00
legacyDistInvtSubmit,BN,3,1,0,0.00
legacyDistInvtVerify,PF,3,2,0,0.00
legacyMembColdIntent,NC,3,3,0,0.00
legacyMembColdIntent,RO,3,2,0,0.00
legacyMembColdSubmit,IS,3,2,0,0.00
legacyMembColdSubmit,RO,3,3,0,0.00
simpCustColdView,GB,3,2,0,0.00
simpCustInvtLanding,US,3,2,0,0.00
simpDistInvtIntent,BN,3,3,0,0.00
simpDistInvtIntent,PH,3,2,0,0.00
simpDistInvtView,BN,3,3,0,0.00
simpDistInvtView,ID,3,1,0,0.00
simpMembColdFindAff,MX,3,2,0,0.00
simpMembColdIntent,MX,3,2,0,0.00
simpMembColdNextBttn,MX,3,2,0,0.00
legacyCustInvtComplete,IE,2,2,0,0.00
legacyCustInvtSubmit,IS,2,2,0,0.00
legacyDistInvtComplete,NC,2,2,0,0.00
legacyMembColdComplete,FR,2,2,0,0.00
legacyMembColdComplete,PL,2,2,0,0.00
legacyMembColdComplete,RO,2,2,0,0.00
legacyMembColdIntent,FR,2,0,0,0.00
legacyMembColdIntent,PT,2,1,0,0.00
legacyMembColdSubmit,IT,2,2,0,0.00
legacyMembColdSubmit,PL,2,2,0,0.00
legacyMembColdVerify,PL,2,2,0,0.00
legacyMembColdView,FI,2,0,0,0.00
legacyMembColdView,PT,2,2,0,0.00
poCustColdView,PF,2,2,0,0.00
simpCustColdFindAff,US,2,1,0,0.00
simpCustColdIntent,US,2,1,0,0.00
simpCustInvtIntent,MX,2,2,0,0.00
simpCustInvtIntent,US,2,2,0,0.00
simpCustInvtView,MX,2,2,0,0.00
simpCustInvtView,US,2,2,0,0.00
simpDistColdView,US,2,2,0,0.00
simpDistInvtAccept,BN,2,2,0,0.00
simpDistInvtAccept,ID,2,1,0,0.00
simpDistInvtIntent,US,2,2,0,0.00
simpDistInvtLanding,BN,2,2,0,0.00
simpDistInvtLanding,ID,2,1,0,0.00
simpDistInvtSubmit,BN,2,1,0,0.00
simpDistInvtSubmit,ID,2,1,0,0.00
simpMembColdFindAff,US,2,1,0,0.00
simpMembColdIntent,US,2,1,0,0.00
Brand Affiliate,ZA,1,1,0,0.00
Customer,CZ,1,1,0,0.00
Customer,FR,1,1,0,0.00
legacyCustInvtComplete,IS,1,1,0,0.00
legacyCustInvtComplete,NC,1,1,0,0.00
legacyCustInvtComplete,UA,1,1,0,0.00
legacyCustInvtSubmit,NC,1,1,0,0.00
legacyCustInvtSubmit,PF,1,1,0,0.00
legacyCustInvtVerify,IE,1,1,0,0.00
legacyCustInvtVerify,NC,1,1,0,0.00
legacyDistInvtComplete,BN,1,1,0,0.00
legacyDistInvtIntent,AR,1,1,0,0.00
legacyDistInvtVerify,BN,1,1,0,0.00
legacyDistInvtVerify,NC,1,1,0,0.00
legacyMembColdComplete,ES,1,1,0,0.00
legacyMembColdComplete,PT,1,1,0,0.00
legacyMembColdIntent,FI,1,0,0,0.00
legacyMembColdIntent,IT,1,1,0,0.00
legacyMembColdSubmit,FI,1,1,0,0.00
legacyMembColdVerify,ES,1,1,0,0.00
legacyMembColdVerify,FR,1,1,0,0.00
legacyMembColdVerify,PT,1,1,0,0.00
legacyMembColdView,LU,1,1,0,0.00
legacyMembInvtView,PH,1,0,0,0.00
poCustColdComplete,PF,1,1,0,0.00
progCustColdView,HK,1,1,0,0.00
progDistColdComplete,ID,1,1,0,0.00
progDistColdComplete,PF,1,1,0,0.00
progDistColdIntent,TH,1,1,0,0.00
simpCustColdIntent,GB,1,1,0,0.00
simpCustColdNextBttn,US,1,1,0,0.00
simpCustInvtAccept,US,1,1,0,0.00
simpCustInvtComplete,MX,1,1,0,0.00
simpCustInvtSubmit,MX,1,1,0,0.00
simpDistColdComplete,US,1,1,0,0.00
simpDistColdFindAff,BE,1,0,0,0.00
simpDistColdFormStart,US,1,1,0,0.00
simpDistColdIntent,BE,1,0,0,0.00
simpDistColdNextBttn,BE,1,0,0,0.00
simpDistColdView,BE,1,0,0,0.00
simpDistInvtComplete,BN,1,1,0,0.00
simpDistInvtIntent,ID,1,1,0,0.00
simpDistInvtIntent,SG,1,1,0,0.00
simpDistInvtSubmit,PH,1,1,0,0.00
simpDistInvtView,SG,1,1,0,0.00
simpMembColdFormStart,US,1,1,0,0.00
simpMembColdNextBttn,US,1,1,0,0.00
,,1813990,1253040,0,0.00
