,Event Action,Country Code (URL),Total Events,Unique Events,Event Value,Avg. Value,new
376,legacyDistInvtView,PT,865,476,0,0.0,True
656,legacyDistInvtIntent,PT,259,193,0,0.0,True
675,legacyDistInvtSubmit,PT,242,145,0,0.0,True
809,legacyDistInvtVerify,PT,137,127,0,0.0,True
818,legacyDistInvtComplete,PT,129,126,0,0.0,True
825,legacyCustInvtView,PT,120,80,0,0.0,True
1010,legacyCustInvtSubmit,PT,30,19,0,0.0,True
1065,legacyCustInvtVerify,PT,18,17,0,0.0,True
1053,legacyCustInvtComplete,PT,20,18,0,0.0,True
820,legacyMembInvtView,PT,127,72,0,0.0,True
1013,legacyMembInvtIntent,PT,30,25,0,0.0,True
981,legacyMembInvtSubmit,PT,37,19,0,0.0,True
1076,legacyMembInvtVerify,PT,16,16,0,0.0,True
1072,legacyMembInvtComplete,PT,17,17,0,0.0,True
309,poCustColdView,PT,1172,913,0,0.0,True
389,poCustColdComplete,PT,821,727,0,0.0,True
93,legacyDistColdView,RO,4843,1939,0,0.0,True
290,legacyDistColdIntent,RO,1308,821,0,0.0,True
253,legacyDistColdSubmit,RO,1658,679,0,0.0,True
482,legacyDistColdVerify,RO,524,439,0,0.0,True
518,legacyDistColdComplete,RO,439,426,0,0.0,True
321,legacyCustColdView,RO,1097,591,0,0.0,True
517,legacyCustColdSubmit,RO,440,205,0,0.0,True
887,legacyCustColdVerify,RO,83,80,0,0.0,True
907,legacyCustColdComplete,RO,73,73,0,0.0,True
970,legacyMembColdView,RO,41,22,0,0.0,True
1193,legacyMembColdIntent,RO,3,2,0,0.0,True
1195,legacyMembColdSubmit,RO,3,3,0,0.0,True
1210,legacyMembColdComplete,RO,2,2,0,0.0,True
87,legacyDistInvtView,RO,5143,1938,0,0.0,True
258,legacyDistInvtIntent,RO,1640,1029,0,0.0,True
218,legacyDistInvtSubmit,RO,2013,727,0,0.0,True
481,legacyDistInvtVerify,RO,527,481,0,0.0,True
502,legacyDistInvtComplete,RO,477,473,0,0.0,True
829,legacyCustInvtView,RO,116,58,0,0.0,True
1022,legacyCustInvtSubmit,RO,27,13,0,0.0,True
1105,legacyCustInvtVerify,RO,11,11,0,0.0,True
1113,legacyCustInvtComplete,RO,10,10,0,0.0,True
513,legacyMembInvtView,RO,450,236,0,0.0,True
788,legacyMembInvtIntent,RO,145,120,0,0.0,True
747,legacyMembInvtSubmit,RO,175,96,0,0.0,True
878,legacyMembInvtVerify,RO,87,79,0,0.0,True
913,legacyMembInvtComplete,RO,71,70,0,0.0,True
302,poCustColdView,RO,1212,914,0,0.0,True
400,poCustColdComplete,RO,773,714,0,0.0,True
383,legacyDistColdView,RU,841,532,0,0.0,True
681,legacyDistColdIntent,RU,236,189,0,0.0,True
706,legacyDistColdSubmit,RU,213,143,0,0.0,True
765,legacyDistColdVerify,RU,157,131,0,0.0,True
827,legacyDistColdComplete,RU,119,118,0,0.0,True
507,legacyCustColdView,RU,462,284,0,0.0,True
784,legacyCustColdSubmit,RU,145,89,0,0.0,True
1005,legacyCustColdVerify,RU,31,31,0,0.0,True
1004,legacyCustColdComplete,RU,31,31,0,0.0,True
336,legacyDistInvtView,RU,1030,600,0,0.0,True
763,legacyDistInvtIntent,RU,158,124,0,0.0,True
729,legacyDistInvtSubmit,RU,192,85,0,0.0,True
938,legacyDistInvtVerify,RU,57,55,0,0.0,True
931,legacyDistInvtComplete,RU,59,59,0,0.0,True
843,legacyCustInvtView,RU,102,76,0,0.0,True
1090,legacyCustInvtSubmit,RU,13,7,0,0.0,True
1185,legacyCustInvtVerify,RU,3,3,0,0.0,True
1169,legacyCustInvtComplete,RU,4,4,0,0.0,True
531,legacyMembInvtView,RU,419,269,0,0.0,True
838,legacyMembInvtIntent,RU,110,96,0,0.0,True
836,legacyMembInvtSubmit,RU,111,72,0,0.0,True
891,legacyMembInvtVerify,RU,82,75,0,0.0,True
905,legacyMembInvtComplete,RU,74,73,0,0.0,True
964,poCustColdView,RU,44,32,0,0.0,True
1060,poCustColdComplete,RU,20,20,0,0.0,True
276,legacyDistColdView,SE,1433,818,0,0.0,True
569,legacyDistColdIntent,SE,375,291,0,0.0,True
549,legacyDistColdSubmit,SE,402,244,0,0.0,True
714,legacyDistColdVerify,SE,206,198,0,0.0,True
703,legacyDistColdComplete,SE,218,218,0,0.0,True
394,legacyCustColdView,SE,808,461,0,0.0,True
589,legacyCustColdSubmit,SE,357,198,0,0.0,True
941,legacyCustColdVerify,SE,56,56,0,0.0,True
940,legacyCustColdComplete,SE,56,56,0,0.0,True
1108,legacyMembColdView,SE,11,9,0,0.0,True
157,legacyDistInvtView,SE,2898,1407,0,0.0,True
382,legacyDistInvtIntent,SE,843,626,0,0.0,True
338,legacyDistInvtSubmit,SE,1015,481,0,0.0,True
557,legacyDistInvtVerify,SE,392,375,0,0.0,True
543,legacyDistInvtComplete,SE,408,407,0,0.0,True
495,legacyCustInvtView,SE,489,351,0,0.0,True
890,legacyCustInvtSubmit,SE,82,52,0,0.0,True
953,legacyCustInvtVerify,SE,50,49,0,0.0,True
972,legacyCustInvtComplete,SE,39,38,0,0.0,True
411,legacyMembInvtView,SE,721,393,0,0.0,True
704,legacyMembInvtIntent,SE,217,173,0,0.0,True
655,legacyMembInvtSubmit,SE,260,136,0,0.0,True
823,legacyMembInvtVerify,SE,126,122,0,0.0,True
834,legacyMembInvtComplete,SE,111,110,0,0.0,True
395,poCustColdView,SE,805,650,0,0.0,True
483,poCustColdComplete,SE,523,477,0,0.0,True
155,legacyDistColdView,SG,2908,1734,0,0.0,True
343,legacyDistColdIntent,SG,1006,833,0,0.0,True
358,legacyDistColdSubmit,SG,923,613,0,0.0,True
412,legacyDistColdVerify,SG,719,643,0,0.0,True
448,legacyDistColdComplete,SG,626,619,0,0.0,True
371,legacyDistInvtView,SG,875,513,0,0.0,True
816,legacyDistInvtIntent,SG,133,116,0,0.0,True
730,legacyDistInvtSubmit,SG,191,82,0,0.0,True
923,legacyDistInvtVerify,SG,63,51,0,0.0,True
952,legacyDistInvtComplete,SG,51,51,0,0.0,True
1069,poCustColdView,SG,18,16,0,0.0,True
1110,poCustColdComplete,SG,11,11,0,0.0,True
447,simpDistColdView,SG,628,436,0,0.0,True
585,simpDistColdIntent,SG,361,304,0,0.0,True
565,simpDistColdFindAff,SG,382,271,0,0.0,True
633,simpDistColdNextBttn,SG,292,254,0,0.0,True
682,simpDistColdFormStart,SG,235,206,0,0.0,True
815,simpDistColdComplete,SG,134,128,0,0.0,True
1279,simpDistInvtView,SG,1,1,0,0.0,True
1277,simpDistInvtIntent,SG,1,1,0,0.0,True
966,simpDistInvtError,SG,43,28,0,0.0,True
280,legacyDistColdView,SK,1403,779,0,0.0,True
620,legacyDistColdIntent,SK,315,236,0,0.0,True
592,legacyDistColdSubmit,SK,355,202,0,0.0,True
768,legacyDistColdVerify,SK,156,134,0,0.0,True
807,legacyDistColdComplete,SK,137,131,0,0.0,True
386,legacyCustColdView,SK,828,486,0,0.0,True
614,legacyCustColdSubmit,SK,320,178,0,0.0,True
861,legacyCustColdVerify,SK,92,92,0,0.0,True
870,legacyCustColdComplete,SK,89,89,0,0.0,True
1156,legacyMembColdView,SK,6,5,0,0.0,True
141,legacyDistInvtView,SK,3243,1886,0,0.0,True
355,legacyDistInvtIntent,SK,934,716,0,0.0,True
370,legacyDistInvtSubmit,SK,879,489,0,0.0,True
515,legacyDistInvtVerify,SK,443,390,0,0.0,True
577,legacyDistInvtComplete,SK,370,369,0,0.0,True
868,legacyCustInvtView,SK,90,58,0,0.0,True
1091,legacyCustInvtSubmit,SK,13,9,0,0.0,True
1138,legacyCustInvtVerify,SK,7,6,0,0.0,True
1152,legacyCustInvtComplete,SK,6,5,0,0.0,True
41,legacyMembInvtView,SK,8396,6027,0,0.0,True
285,legacyMembInvtIntent,SK,1354,1204,0,0.0,True
249,legacyMembInvtSubmit,SK,1682,1014,0,0.0,True
390,legacyMembInvtVerify,SK,816,792,0,0.0,True
398,legacyMembInvtComplete,SK,798,782,0,0.0,True
659,poCustColdView,SK,254,215,0,0.0,True
805,poCustColdComplete,SK,138,133,0,0.0,True
71,legacyDistColdView,TH,5960,2599,0,0.0,True
173,legacyDistColdIntent,TH,2689,1712,0,0.0,True
150,legacyDistColdSubmit,TH,3051,1500,0,0.0,True
188,legacyDistColdVerify,TH,2402,1503,0,0.0,True
219,legacyDistColdComplete,TH,1995,1434,0,0.0,True
287,legacyDistInvtView,TH,1340,613,0,0.0,True
646,legacyDistInvtIntent,TH,270,198,0,0.0,True
534,legacyDistInvtSubmit,TH,417,161,0,0.0,True
769,legacyDistInvtVerify,TH,156,109,0,0.0,True
848,legacyDistInvtComplete,TH,100,98,0,0.0,True
800,poCustColdView,TH,140,116,0,0.0,True
910,poCustColdComplete,TH,72,67,0,0.0,True
466,simpDistColdView,TH,566,425,0,0.0,True
606,simpDistColdIntent,TH,334,286,0,0.0,True
580,simpDistColdFindAff,TH,364,261,0,0.0,True
628,simpDistColdNextBttn,TH,299,254,0,0.0,True
664,simpDistColdFormStart,TH,251,218,0,0.0,True
748,simpDistColdComplete,TH,171,157,0,0.0,True
889,simpDistInvtError,TH,83,40,0,0.0,True
1263,progDistColdIntent,TH,1,1,0,0.0,True
469,progCustColdView,TH,561,415,0,0.0,True
801,progCustColdIntent,TH,140,107,0,0.0,True
833,progCustColdComplete,TH,112,109,0,0.0,True
896,progCustInvtView,TH,81,66,0,0.0,True
1134,progCustInvtComplete,TH,8,7,0,0.0,True
544,legacyDistColdView,UA,407,190,0,0.0,True
840,legacyDistColdIntent,UA,104,63,0,0.0,True
860,legacyDistColdSubmit,UA,93,36,0,0.0,True
969,legacyDistColdVerify,UA,41,25,0,0.0,True
1011,legacyDistColdComplete,UA,30,28,0,0.0,True
912,legacyCustColdView,UA,71,48,0,0.0,True
1070,legacyCustColdSubmit,UA,17,11,0,0.0,True
1168,legacyCustColdVerify,UA,4,4,0,0.0,True
1183,legacyCustColdComplete,UA,3,3,0,0.0,True
539,legacyDistInvtView,UA,414,216,0,0.0,True
850,legacyDistInvtIntent,UA,99,78,0,0.0,True
849,legacyDistInvtSubmit,UA,100,52,0,0.0,True
973,legacyDistInvtVerify,UA,39,33,0,0.0,True
985,legacyDistInvtComplete,UA,36,36,0,0.0,True
1092,legacyCustInvtView,UA,13,9,0,0.0,True
1240,legacyCustInvtComplete,UA,1,1,0,0.0,True
846,legacyMembInvtView,UA,101,59,0,0.0,True
1018,legacyMembInvtIntent,UA,28,23,0,0.0,True
1097,legacyMembInvtSubmit,UA,13,10,0,0.0,True
1109,legacyMembInvtVerify,UA,11,11,0,0.0,True
1082,legacyMembInvtComplete,UA,15,14,0,0.0,True
979,poCustColdView,UA,38,30,0,0.0,True
1050,poCustColdComplete,UA,21,19,0,0.0,True
5,legacyDistColdView,US,29039,16786,0,0.0,True
54,legacyDistColdIntent,US,7033,5621,0,0.0,True
43,legacyDistColdSubmit,US,8359,4786,0,0.0,True
149,legacyDistColdVerify,US,3056,2788,0,0.0,True
145,legacyDistColdComplete,US,3129,3064,0,0.0,True
15,legacyCustColdView,US,16183,10673,0,0.0,True
42,legacyCustColdSubmit,US,8394,5531,0,0.0,True
203,legacyCustColdVerify,US,2213,2007,0,0.0,True
201,legacyCustColdComplete,US,2267,2124,0,0.0,True
35,legacyMembColdView,US,9398,5468,0,0.0,True
109,legacyMembColdIntent,US,4245,3240,0,0.0,True
102,legacyMembColdSubmit,US,4513,2995,0,0.0,True
174,legacyMembColdVerify,US,2683,2317,0,0.0,True
161,legacyMembColdComplete,US,2854,2524,0,0.0,True
3,legacyDistInvtView,US,32365,17505,0,0.0,True
46,legacyDistInvtIntent,US,8106,6269,0,0.0,True
32,legacyDistInvtSubmit,US,9915,4884,0,0.0,True
133,legacyDistInvtVerify,US,3532,3400,0,0.0,True
125,legacyDistInvtComplete,US,3737,3714,0,0.0,True
69,legacyCustInvtView,US,6095,4072,0,0.0,True
295,legacyCustInvtSubmit,US,1258,805,0,0.0,True
457,legacyCustInvtVerify,US,598,566,0,0.0,True
452,legacyCustInvtComplete,US,618,595,0,0.0,True
10,legacyMembInvtView,US,20109,11952,0,0.0,True
86,legacyMembInvtIntent,US,5147,4170,0,0.0,True
66,legacyMembInvtSubmit,US,6297,3665,0,0.0,True
147,legacyMembInvtVerify,US,3092,2831,0,0.0,True
143,legacyMembInvtComplete,US,3190,2969,0,0.0,True
0,poCustColdView,US,41078,34216,0,0.0,True
60,poCustColdIntent,US,6533,6183,0,0.0,True
6,poCustColdComplete,US,27028,25230,0,0.0,True
1225,simpDistColdView,US,2,2,0,0.0,True
1271,simpDistColdFormStart,US,1,1,0,0.0,True
1269,simpDistColdComplete,US,1,1,0,0.0,True
1111,simpCustColdView,US,11,5,0,0.0,True
1220,simpCustColdIntent,US,2,1,0,0.0,True
1219,simpCustColdFindAff,US,2,1,0,0.0,True
1265,simpCustColdNextBttn,US,1,1,0,0.0,True
1177,simpCustColdFormStart,US,4,2,0,0.0,True
1182,simpMembColdView,US,4,2,0,0.0,True
1234,simpMembColdIntent,US,2,1,0,0.0,True
1233,simpMembColdFindAff,US,2,1,0,0.0,True
1281,simpMembColdNextBttn,US,1,1,0,0.0,True
1280,simpMembColdFormStart,US,1,1,0,0.0,True
1147,simpDistInvtLanding,US,7,4,0,0.0,True
1178,simpDistInvtAccept,US,4,3,0,0.0,True
1166,simpDistInvtView,US,5,4,0,0.0,True
1228,simpDistInvtIntent,US,2,2,0,0.0,True
1197,simpCustInvtLanding,US,3,2,0,0.0,True
1266,simpCustInvtAccept,US,1,1,0,0.0,True
1224,simpCustInvtView,US,2,2,0,0.0,True
1222,simpCustInvtIntent,US,2,2,0,0.0,True
826,progDistColdIntent,US,120,111,0,0.0,True
869,progDistColdComplete,US,90,88,0,0.0,True
911,progCustColdView,US,72,59,0,0.0,True
1015,progCustColdIntent,US,29,21,0,0.0,True
1165,progCustColdComplete,US,5,5,0,0.0,True
904,legacyDistColdView,VN,74,51,0,0.0,True
1154,legacyDistColdIntent,VN,6,5,0,0.0,True
1101,legacyDistColdSubmit,VN,12,6,0,0.0,True
1115,legacyDistColdVerify,VN,10,5,0,0.0,True
117,legacyMembColdView,VN,3917,1904,0,0.0,True
239,legacyMembColdIntent,VN,1747,1150,0,0.0,True
264,legacyMembColdSubmit,VN,1583,850,0,0.0,True
291,legacyMembColdVerify,VN,1307,870,0,0.0,True
318,legacyMembColdComplete,VN,1108,823,0,0.0,True
476,legacyMembInvtView,VN,537,305,0,0.0,True
799,legacyMembInvtIntent,VN,140,109,0,0.0,True
819,legacyMembInvtSubmit,VN,129,77,0,0.0,True
877,legacyMembInvtVerify,VN,88,70,0,0.0,True
893,legacyMembInvtComplete,VN,81,74,0,0.0,True
226,simpMembColdView,VN,1935,1177,0,0.0,True
294,simpMembColdIntent,VN,1262,932,0,0.0,True
283,simpMembColdFindAff,VN,1358,849,0,0.0,True
344,simpMembColdNextBttn,VN,992,795,0,0.0,True
347,simpMembColdFormStart,VN,979,799,0,0.0,True
433,simpMembColdComplete,VN,663,596,0,0.0,True
514,simpMembInvtLanding,VN,450,275,0,0.0,True
680,simpMembInvtAccept,VN,237,178,0,0.0,True
1020,simpMembInvtView,VN,28,14,0,0.0,True
1083,simpMembInvtIntent,VN,15,11,0,0.0,True
1100,simpMembInvtSubmit,VN,13,9,0,0.0,True
1167,simpMembInvtComplete,VN,5,5,0,0.0,True
550,simpMembInvtError,VN,402,157,0,0.0,True
1,legacyDistColdView,ZA,34170,16126,0,0.0,True
29,legacyDistColdIntent,ZA,10717,7922,0,0.0,True
26,legacyDistColdSubmit,ZA,12541,6932,0,0.0,True
77,legacyDistColdVerify,ZA,5571,4973,0,0.0,True
90,legacyDistColdComplete,ZA,4996,4824,0,0.0,True
193,legacyCustColdView,ZA,2366,1314,0,0.0,True
334,legacyCustColdSubmit,ZA,1038,481,0,0.0,True
699,legacyCustColdVerify,ZA,220,218,0,0.0,True
739,legacyCustColdComplete,ZA,180,179,0,0.0,True
556,legacyMembColdView,ZA,393,234,0,0.0,True
888,legacyMembColdIntent,ZA,83,71,0,0.0,True
880,legacyMembColdSubmit,ZA,86,54,0,0.0,True
957,legacyMembColdVerify,ZA,49,46,0,0.0,True
971,legacyMembColdComplete,ZA,40,40,0,0.0,True
7,legacyDistInvtView,ZA,22997,11474,0,0.0,True
61,legacyDistInvtIntent,ZA,6477,4979,0,0.0,True
48,legacyDistInvtSubmit,ZA,7847,3757,0,0.0,True
142,legacyDistInvtVerify,ZA,3227,2949,0,0.0,True
154,legacyDistInvtComplete,ZA,2927,2867,0,0.0,True
380,legacyCustInvtView,ZA,853,551,0,0.0,True
709,legacyCustInvtSubmit,ZA,211,110,0,0.0,True
872,legacyCustInvtVerify,ZA,89,88,0,0.0,True
900,legacyCustInvtComplete,ZA,78,75,0,0.0,True
110,legacyMembInvtView,ZA,4191,2922,0,0.0,True
325,legacyMembInvtIntent,ZA,1078,916,0,0.0,True
320,legacyMembInvtSubmit,ZA,1105,716,0,0.0,True
414,legacyMembInvtVerify,ZA,718,645,0,0.0,True
450,legacyMembInvtComplete,ZA,622,572,0,0.0,True
72,poCustColdView,ZA,5938,4656,0,0.0,True
120,poCustColdComplete,ZA,3834,3473,0,0.0,True
1235,Brand Affiliate,ZA,1,1,0,0.0,False
1282,,,1813990,1253040,0,0.0,False
